Created as New Dataset,Sample 001 By Administrator Date Monday, March 20 2023
cm-1,A
4000.00,0.0193
3999.00,0.0193
3998.00,0.0193
3997.00,0.0193
3996.00,0.0193
3995.00,0.0194
3994.00,0.0194
3993.00,0.0194
3992.00,0.0194
3991.00,0.0194
3990.00,0.0194
3989.00,0.0194
3988.00,0.0194
3987.00,0.0194
3986.00,0.0194
3985.00,0.0193
3984.00,0.0193
3983.00,0.0193
3982.00,0.0193
3981.00,0.0193
3980.00,0.0193
3979.00,0.0193
3978.00,0.0193
3977.00,0.0193
3976.00,0.0193
3975.00,0.0193
3974.00,0.0193
3973.00,0.0193
3972.00,0.0193
3971.00,0.0193
3970.00,0.0193
3969.00,0.0193
3968.00,0.0193
3967.00,0.0193
3966.00,0.0193
3965.00,0.0193
3964.00,0.0193
3963.00,0.0193
3962.00,0.0193
3961.00,0.0193
3960.00,0.0193
3959.00,0.0193
3958.00,0.0193
3957.00,0.0193
3956.00,0.0193
3955.00,0.0193
3954.00,0.0193
3953.00,0.0192
3952.00,0.0192
3951.00,0.0192
3950.00,0.0192
3949.00,0.0192
3948.00,0.0192
3947.00,0.0192
3946.00,0.0192
3945.00,0.0192
3944.00,0.0192
3943.00,0.0192
3942.00,0.0192
3941.00,0.0192
3940.00,0.0192
3939.00,0.0192
3938.00,0.0192
3937.00,0.0192
3936.00,0.0192
3935.00,0.0192
3934.00,0.0192
3933.00,0.0192
3932.00,0.0192
3931.00,0.0192
3930.00,0.0192
3929.00,0.0192
3928.00,0.0192
3927.00,0.0192
3926.00,0.0192
3925.00,0.0192
3924.00,0.0191
3923.00,0.0191
3922.00,0.0191
3921.00,0.0191
3920.00,0.0191
3919.00,0.0191
3918.00,0.0191
3917.00,0.0191
3916.00,0.0191
3915.00,0.0191
3914.00,0.0191
3913.00,0.0191
3912.00,0.0191
3911.00,0.0191
3910.00,0.0190
3909.00,0.0190
3908.00,0.0190
3907.00,0.0191
3906.00,0.0191
3905.00,0.0191
3904.00,0.0190
3903.00,0.0190
3902.00,0.0190
3901.00,0.0190
3900.00,0.0191
3899.00,0.0191
3898.00,0.0191
3897.00,0.0191
3896.00,0.0190
3895.00,0.0190
3894.00,0.0190
3893.00,0.0190
3892.00,0.0190
3891.00,0.0190
3890.00,0.0189
3889.00,0.0189
3888.00,0.0189
3887.00,0.0189
3886.00,0.0190
3885.00,0.0190
3884.00,0.0190
3883.00,0.0190
3882.00,0.0190
3881.00,0.0190
3880.00,0.0190
3879.00,0.0189
3878.00,0.0189
3877.00,0.0189
3876.00,0.0189
3875.00,0.0188
3874.00,0.0188
3873.00,0.0188
3872.00,0.0188
3871.00,0.0188
3870.00,0.0189
3869.00,0.0189
3868.00,0.0189
3867.00,0.0189
3866.00,0.0189
3865.00,0.0189
3864.00,0.0189
3863.00,0.0189
3862.00,0.0188
3861.00,0.0188
3860.00,0.0188
3859.00,0.0188
3858.00,0.0188
3857.00,0.0187
3856.00,0.0187
3855.00,0.0187
3854.00,0.0187
3853.00,0.0188
3852.00,0.0188
3851.00,0.0188
3850.00,0.0188
3849.00,0.0188
3848.00,0.0188
3847.00,0.0188
3846.00,0.0188
3845.00,0.0187
3844.00,0.0187
3843.00,0.0187
3842.00,0.0186
3841.00,0.0186
3840.00,0.0186
3839.00,0.0186
3838.00,0.0187
3837.00,0.0187
3836.00,0.0187
3835.00,0.0187
3834.00,0.0187
3833.00,0.0187
3832.00,0.0187
3831.00,0.0186
3830.00,0.0186
3829.00,0.0186
3828.00,0.0186
3827.00,0.0186
3826.00,0.0185
3825.00,0.0185
3824.00,0.0185
3823.00,0.0185
3822.00,0.0185
3821.00,0.0185
3820.00,0.0185
3819.00,0.0185
3818.00,0.0185
3817.00,0.0185
3816.00,0.0185
3815.00,0.0185
3814.00,0.0185
3813.00,0.0185
3812.00,0.0184
3811.00,0.0184
3810.00,0.0184
3809.00,0.0184
3808.00,0.0184
3807.00,0.0184
3806.00,0.0184
3805.00,0.0184
3804.00,0.0184
3803.00,0.0184
3802.00,0.0184
3801.00,0.0184
3800.00,0.0184
3799.00,0.0184
3798.00,0.0184
3797.00,0.0184
3796.00,0.0183
3795.00,0.0183
3794.00,0.0183
3793.00,0.0182
3792.00,0.0182
3791.00,0.0182
3790.00,0.0182
3789.00,0.0182
3788.00,0.0182
3787.00,0.0182
3786.00,0.0182
3785.00,0.0182
3784.00,0.0181
3783.00,0.0181
3782.00,0.0181
3781.00,0.0181
3780.00,0.0181
3779.00,0.0181
3778.00,0.0181
3777.00,0.0181
3776.00,0.0180
3775.00,0.0180
3774.00,0.0180
3773.00,0.0180
3772.00,0.0180
3771.00,0.0180
3770.00,0.0180
3769.00,0.0180
3768.00,0.0180
3767.00,0.0180
3766.00,0.0180
3765.00,0.0180
3764.00,0.0179
3763.00,0.0179
3762.00,0.0179
3761.00,0.0179
3760.00,0.0179
3759.00,0.0179
3758.00,0.0179
3757.00,0.0179
3756.00,0.0179
3755.00,0.0179
3754.00,0.0179
3753.00,0.0179
3752.00,0.0178
3751.00,0.0178
3750.00,0.0178
3749.00,0.0178
3748.00,0.0178
3747.00,0.0178
3746.00,0.0178
3745.00,0.0177
3744.00,0.0177
3743.00,0.0177
3742.00,0.0177
3741.00,0.0177
3740.00,0.0177
3739.00,0.0177
3738.00,0.0176
3737.00,0.0176
3736.00,0.0176
3735.00,0.0176
3734.00,0.0175
3733.00,0.0175
3732.00,0.0175
3731.00,0.0175
3730.00,0.0174
3729.00,0.0174
3728.00,0.0174
3727.00,0.0174
3726.00,0.0174
3725.00,0.0174
3724.00,0.0174
3723.00,0.0174
3722.00,0.0173
3721.00,0.0173
3720.00,0.0173
3719.00,0.0173
3718.00,0.0173
3717.00,0.0173
3716.00,0.0173
3715.00,0.0173
3714.00,0.0172
3713.00,0.0172
3712.00,0.0172
3711.00,0.0172
3710.00,0.0172
3709.00,0.0172
3708.00,0.0172
3707.00,0.0172
3706.00,0.0172
3705.00,0.0172
3704.00,0.0172
3703.00,0.0172
3702.00,0.0172
3701.00,0.0172
3700.00,0.0172
3699.00,0.0172
3698.00,0.0172
3697.00,0.0172
3696.00,0.0172
3695.00,0.0172
3694.00,0.0172
3693.00,0.0172
3692.00,0.0172
3691.00,0.0171
3690.00,0.0171
3689.00,0.0171
3688.00,0.0170
3687.00,0.0170
3686.00,0.0170
3685.00,0.0170
3684.00,0.0170
3683.00,0.0170
3682.00,0.0170
3681.00,0.0170
3680.00,0.0170
3679.00,0.0170
3678.00,0.0169
3677.00,0.0169
3676.00,0.0169
3675.00,0.0169
3674.00,0.0169
3673.00,0.0169
3672.00,0.0170
3671.00,0.0171
3670.00,0.0171
3669.00,0.0171
3668.00,0.0171
3667.00,0.0171
3666.00,0.0171
3665.00,0.0171
3664.00,0.0172
3663.00,0.0172
3662.00,0.0172
3661.00,0.0173
3660.00,0.0173
3659.00,0.0174
3658.00,0.0174
3657.00,0.0175
3656.00,0.0175
3655.00,0.0176
3654.00,0.0176
3653.00,0.0177
3652.00,0.0177
3651.00,0.0178
3650.00,0.0179
3649.00,0.0179
3648.00,0.0180
3647.00,0.0180
3646.00,0.0181
3645.00,0.0181
3644.00,0.0182
3643.00,0.0182
3642.00,0.0183
3641.00,0.0183
3640.00,0.0183
3639.00,0.0184
3638.00,0.0184
3637.00,0.0185
3636.00,0.0185
3635.00,0.0186
3634.00,0.0186
3633.00,0.0187
3632.00,0.0187
3631.00,0.0188
3630.00,0.0188
3629.00,0.0189
3628.00,0.0189
3627.00,0.0190
3626.00,0.0190
3625.00,0.0191
3624.00,0.0192
3623.00,0.0193
3622.00,0.0194
3621.00,0.0195
3620.00,0.0195
3619.00,0.0196
3618.00,0.0196
3617.00,0.0197
3616.00,0.0197
3615.00,0.0198
3614.00,0.0198
3613.00,0.0198
3612.00,0.0199
3611.00,0.0199
3610.00,0.0200
3609.00,0.0200
3608.00,0.0201
3607.00,0.0201
3606.00,0.0201
3605.00,0.0202
3604.00,0.0202
3603.00,0.0203
3602.00,0.0204
3601.00,0.0204
3600.00,0.0205
3599.00,0.0205
3598.00,0.0206
3597.00,0.0206
3596.00,0.0206
3595.00,0.0206
3594.00,0.0207
3593.00,0.0207
3592.00,0.0208
3591.00,0.0208
3590.00,0.0209
3589.00,0.0210
3588.00,0.0210
3587.00,0.0211
3586.00,0.0211
3585.00,0.0211
3584.00,0.0212
3583.00,0.0212
3582.00,0.0213
3581.00,0.0213
3580.00,0.0214
3579.00,0.0214
3578.00,0.0215
3577.00,0.0215
3576.00,0.0216
3575.00,0.0216
3574.00,0.0217
3573.00,0.0217
3572.00,0.0218
3571.00,0.0218
3570.00,0.0219
3569.00,0.0219
3568.00,0.0220
3567.00,0.0221
3566.00,0.0221
