Created as New Dataset,
cm-1,A
4000.00,0.0025
3999.00,0.0025
3998.00,0.0025
3997.00,0.0026
3996.00,0.0026
3995.00,0.0026
3994.00,0.0026
3993.00,0.0026
3992.00,0.0025
3991.00,0.0025
3990.00,0.0024
3989.00,0.0024
3988.00,0.0024
3987.00,0.0025
3986.00,0.0025
3985.00,0.0025
3984.00,0.0025
3983.00,0.0025
3982.00,0.0025
3981.00,0.0025
3980.00,0.0026
3979.00,0.0026
3978.00,0.0026
3977.00,0.0026
3976.00,0.0026
3975.00,0.0026
3974.00,0.0026
3973.00,0.0026
3972.00,0.0026
3971.00,0.0026
3970.00,0.0026
3969.00,0.0025
3968.00,0.0025
3967.00,0.0025
3966.00,0.0025
3965.00,0.0026
3964.00,0.0026
3963.00,0.0026
3962.00,0.0027
3961.00,0.0027
3960.00,0.0027
3959.00,0.0028
3958.00,0.0028
3957.00,0.0027
3956.00,0.0027
3955.00,0.0027
3954.00,0.0027
3953.00,0.0028
3952.00,0.0029
3951.00,0.0029
3950.00,0.0029
3949.00,0.0029
3948.00,0.0029
3947.00,0.0029
3946.00,0.0030
3945.00,0.0031
3944.00,0.0031
3943.00,0.0030
3942.00,0.0030
3941.00,0.0029
3940.00,0.0029
3939.00,0.0028
3938.00,0.0027
3937.00,0.0027
3936.00,0.0027
3935.00,0.0028
3934.00,0.0029
3933.00,0.0030
3932.00,0.0030
3931.00,0.0030
3930.00,0.0030
3929.00,0.0031
3928.00,0.0031
3927.00,0.0032
3926.00,0.0032
3925.00,0.0031
3924.00,0.0030
3923.00,0.0030
3922.00,0.0030
3921.00,0.0030
3920.00,0.0030
3919.00,0.0029
3918.00,0.0029
3917.00,0.0029
3916.00,0.0029
3915.00,0.0029
3914.00,0.0029
3913.00,0.0028
3912.00,0.0027
3911.00,0.0026
3910.00,0.0027
3909.00,0.0028
3908.00,0.0029
3907.00,0.0031
3906.00,0.0032
3905.00,0.0033
3904.00,0.0034
3903.00,0.0035
3902.00,0.0038
3901.00,0.0039
3900.00,0.0038
3899.00,0.0036
3898.00,0.0035
3897.00,0.0034
3896.00,0.0033
3895.00,0.0033
3894.00,0.0033
3893.00,0.0032
3892.00,0.0031
3891.00,0.0030
3890.00,0.0030
3889.00,0.0032
3888.00,0.0034
3887.00,0.0035
3886.00,0.0033
3885.00,0.0033
3884.00,0.0035
3883.00,0.0039
3882.00,0.0040
3881.00,0.0037
3880.00,0.0034
3879.00,0.0032
3878.00,0.0033
3877.00,0.0035
3876.00,0.0036
3875.00,0.0034
3874.00,0.0033
3873.00,0.0034
3872.00,0.0037
3871.00,0.0037
3870.00,0.0035
3869.00,0.0034
3868.00,0.0036
3867.00,0.0038
3866.00,0.0038
3865.00,0.0036
3864.00,0.0034
3863.00,0.0034
3862.00,0.0034
3861.00,0.0034
3860.00,0.0033
3859.00,0.0032
3858.00,0.0032
3857.00,0.0034
3856.00,0.0036
3855.00,0.0037
3854.00,0.0035
3853.00,0.0036
3852.00,0.0037
3851.00,0.0038
3850.00,0.0037
3849.00,0.0034
3848.00,0.0032
3847.00,0.0031
3846.00,0.0031
3845.00,0.0031
3844.00,0.0032
3843.00,0.0033
3842.00,0.0035
3841.00,0.0037
3840.00,0.0038
3839.00,0.0038
3838.00,0.0038
3837.00,0.0038
3836.00,0.0037
3835.00,0.0037
3834.00,0.0037
3833.00,0.0035
3832.00,0.0033
3831.00,0.0032
3830.00,0.0032
3829.00,0.0033
3828.00,0.0034
3827.00,0.0032
3826.00,0.0031
3825.00,0.0032
3824.00,0.0035
3823.00,0.0037
3822.00,0.0036
3821.00,0.0033
3820.00,0.0033
3819.00,0.0036
3818.00,0.0038
3817.00,0.0037
3816.00,0.0033
3815.00,0.0031
3814.00,0.0031
3813.00,0.0031
3812.00,0.0030
3811.00,0.0028
3810.00,0.0028
3809.00,0.0029
3808.00,0.0029
3807.00,0.0028
3806.00,0.0028
3805.00,0.0031
3804.00,0.0036
3803.00,0.0037
3802.00,0.0035
3801.00,0.0033
3800.00,0.0034
3799.00,0.0036
3798.00,0.0037
3797.00,0.0034
3796.00,0.0031
3795.00,0.0030
3794.00,0.0030
3793.00,0.0030
3792.00,0.0030
3791.00,0.0029
3790.00,0.0028
3789.00,0.0029
3788.00,0.0029
3787.00,0.0029
3786.00,0.0029
3785.00,0.0029
3784.00,0.0029
3783.00,0.0030
3782.00,0.0032
3781.00,0.0032
3780.00,0.0031
3779.00,0.0029
3778.00,0.0029
3777.00,0.0030
3776.00,0.0030
3775.00,0.0029
3774.00,0.0028
3773.00,0.0028
3772.00,0.0029
3771.00,0.0029
3770.00,0.0028
3769.00,0.0030
3768.00,0.0032
3767.00,0.0034
3766.00,0.0034
3765.00,0.0032
3764.00,0.0031
3763.00,0.0032
3762.00,0.0034
3761.00,0.0034
3760.00,0.0034
3759.00,0.0034
3758.00,0.0034
3757.00,0.0034
3756.00,0.0034
3755.00,0.0035
3754.00,0.0035
3753.00,0.0034
3752.00,0.0032
3751.00,0.0033
3750.00,0.0035
3749.00,0.0037
3748.00,0.0039
3747.00,0.0042
3746.00,0.0043
3745.00,0.0041
3744.00,0.0038
3743.00,0.0038
3742.00,0.0039
3741.00,0.0038
3740.00,0.0036
3739.00,0.0035
3738.00,0.0036
3737.00,0.0038
3736.00,0.0039
3735.00,0.0041
3734.00,0.0043
3733.00,0.0043
3732.00,0.0041
3731.00,0.0039
3730.00,0.0038
3729.00,0.0039
3728.00,0.0040
3727.00,0.0040
3726.00,0.0040
3725.00,0.0042
3724.00,0.0045
3723.00,0.0046
3722.00,0.0047
3721.00,0.0048
3720.00,0.0049
3719.00,0.0049
3718.00,0.0049
3717.00,0.0050
3716.00,0.0052
3715.00,0.0055
3714.00,0.0059
3713.00,0.0062
3712.00,0.0067
3711.00,0.0072
3710.00,0.0078
3709.00,0.0082
3708.00,0.0084
3707.00,0.0086
3706.00,0.0088
3705.00,0.0092
3704.00,0.0098
3703.00,0.0104
3702.00,0.0111
3701.00,0.0116
3700.00,0.0121
3699.00,0.0124
3698.00,0.0126
3697.00,0.0127
3696.00,0.0128
3695.00,0.0129
3694.00,0.0130
3693.00,0.0131
3692.00,0.0131
3691.00,0.0131
3690.00,0.0130
3689.00,0.0130
3688.00,0.0128
3687.00,0.0125
3686.00,0.0121
3685.00,0.0117
3684.00,0.0112
3683.00,0.0108
3682.00,0.0104
3681.00,0.0102
3680.00,0.0099
3679.00,0.0098
3678.00,0.0100
3677.00,0.0103
3676.00,0.0106
3675.00,0.0107
3674.00,0.0110
3673.00,0.0112
3672.00,0.0113
3671.00,0.0111
3670.00,0.0111
3669.00,0.0112
3668.00,0.0115
3667.00,0.0115
3666.00,0.0114
3665.00,0.0112
3664.00,0.0112
3663.00,0.0112
3662.00,0.0113
3661.00,0.0115
3660.00,0.0117
3659.00,0.0121
3658.00,0.0125
3657.00,0.0129
3656.00,0.0134
3655.00,0.0138
3654.00,0.0142
3653.00,0.0146
3652.00,0.0147
3651.00,0.0147
3650.00,0.0150
3649.00,0.0158
3648.00,0.0164
3647.00,0.0165
3646.00,0.0161
3645.00,0.0156
3644.00,0.0152
3643.00,0.0148
3642.00,0.0144
3641.00,0.0142
3640.00,0.0141
3639.00,0.0140
3638.00,0.0139
3637.00,0.0140
3636.00,0.0140
3635.00,0.0140
3634.00,0.0138
3633.00,0.0138
3632.00,0.0140
3631.00,0.0143
3630.00,0.0148
3629.00,0.0155
3628.00,0.0162
3627.00,0.0169
3626.00,0.0173
3625.00,0.0176
3624.00,0.0179
3623.00,0.0183
3622.00,0.0190
3621.00,0.0195
3620.00,0.0199
3619.00,0.0200
3618.00,0.0197
3617.00,0.0193
3616.00,0.0187
3615.00,0.0180
3614.00,0.0174
3613.00,0.0169
3612.00,0.0167
3611.00,0.0166
3610.00,0.0165
3609.00,0.0165
3608.00,0.0164
3607.00,0.0164
3606.00,0.0164
3605.00,0.0163
3604.00,0.0161
3603.00,0.0160
3602.00,0.0159
3601.00,0.0159
3600.00,0.0160
3599.00,0.0160
3598.00,0.0161
3597.00,0.0161
3596.00,0.0162
3595.00,0.0163
3594.00,0.0163
3593.00,0.0163
3592.00,0.0162
3591.00,0.0162
3590.00,0.0163
3589.00,0.0166
3588.00,0.0169
3587.00,0.0172
3586.00,0.0174
3585.00,0.0174
3584.00,0.0172
3583.00,0.0170
3582.00,0.0169
3581.00,0.0169
3580.00,0.0169
3579.00,0.0170
3578.00,0.0170
3577.00,0.0170
3576.00,0.0170
3575.00,0.0170
3574.00,0.0170
3573.00,0.0170
3572.00,0.0171
3571.00,0.0173
3570.00,0.0175
3569.00,0.0178
3568.00,0.0182
3567.00,0.0186
3566.00,0.0189
3565.00,0.0191
3564.00,0.0190
3563.00,0.0187
3562.00,0.0185
3561.00,0.0184
3560.00,0.0183
3559.00,0.0183
3558.00,0.0183
3557.00,0.0183
3556.00,0.0183
3555.00,0.0184
3554.00,0.0185
3553.00,0.0186
3552.00,0.0188
3551.00,0.0190
3550.00,0.0191
3549.00,0.0191
3548.00,0.0192
3547.00,0.0194
3546.00,0.0196
3545.00,0.0198
3544.00,0.0198
3543.00,0.0198
3542.00,0.0197
3541.00,0.0196
3540.00,0.0196
3539.00,0.0197
3538.00,0.0198
3537.00,0.0199
3536.00,0.0201
3535.00,0.0201
3534.00,0.0202
3533.00,0.0202
3532.00,0.0203
3531.00,0.0203
3530.00,0.0205
3529.00,0.0206
3528.00,0.0208
3527.00,0.0210
3526.00,0.0211
3525.00,0.0212
3524.00,0.0213
3523.00,0.0213
3522.00,0.0213
3521.00,0.0213
3520.00,0.0214
3519.00,0.0214
3518.00,0.0214
3517.00,0.0215
3516.00,0.0216
3515.00,0.0217
3514.00,0.0218
3513.00,0.0218
3512.00,0.0219
3511.00,0.0221
3510.00,0.0222
3509.00,0.0223
3508.00,0.0223
3507.00,0.0224
3506.00,0.0224
3505.00,0.0225
3504.00,0.0226
3503.00,0.0227
3502.00,0.0229
3501.00,0.0230
3500.00,0.0230
3499.00,0.0230
3498.00,0.0230
3497.00,0.0230
3496.00,0.0231
3495.00,0.0232
3494.00,0.0233
3493.00,0.0233
3492.00,0.0234
3491.00,0.0234
3490.00,0.0234
3489.00,0.0235
3488.00,0.0236
3487.00,0.0237
3486.00,0.0239
3485.00,0.0240
3484.00,0.0241
3483.00,0.0242
3482.00,0.0243
3481.00,0.0244
3480.00,0.0244
3479.00,0.0244
3478.00,0.0245
3477.00,0.0245
3476.00,0.0246
3475.00,0.0247
3474.00,0.0248
3473.00,0.0249
3472.00,0.0250
3471.00,0.0251
3470.00,0.0251
3469.00,0.0252
3468.00,0.0252
3467.00,0.0252
3466.00,0.0252
3465.00,0.0253
3464.00,0.0254
3463.00,0.0255
3462.00,0.0256
3461.00,0.0257
3460.00,0.0257
3459.00,0.0257
3458.00,0.0258
3457.00,0.0258
3456.00,0.0259
3455.00,0.0259
3454.00,0.0260
3453.00,0.0261
3452.00,0.0262
3451.00,0.0262
3450.00,0.0263
3449.00,0.0264
3448.00,0.0265
3447.00,0.0266
3446.00,0.0267
3445.00,0.0268
3444.00,0.0268
3443.00,0.0268
3442.00,0.0269
3441.00,0.0269
3440.00,0.0270
3439.00,0.0270
3438.00,0.0270
3437.00,0.0270
3436.00,0.0270
3435.00,0.0271
3434.00,0.0272
3433.00,0.0273
3432.00,0.0274
3431.00,0.0274
3430.00,0.0275
3429.00,0.0275
3428.00,0.0275
3427.00,0.0275
3426.00,0.0276
3425.00,0.0277
3424.00,0.0278
3423.00,0.0278
3422.00,0.0279
3421.00,0.0280
3420.00,0.0281
3419.00,0.0281
3418.00,0.0282
3417.00,0.0282
3416.00,0.0282
3415.00,0.0282
3414.00,0.0283
3413.00,0.0284
3412.00,0.0285
3411.00,0.0285
3410.00,0.0285
3409.00,0.0286
3408.00,0.0286
3407.00,0.0286
3406.00,0.0287
3405.00,0.0287
3404.00,0.0288
3403.00,0.0288
3402.00,0.0289
3401.00,0.0289
3400.00,0.0289
3399.00,0.0289
3398.00,0.0289
3397.00,0.0289
3396.00,0.0290
3395.00,0.0290
3394.00,0.0291
3393.00,0.0292
3392.00,0.0293
3391.00,0.0294
3390.00,0.0294
3389.00,0.0293
3388.00,0.0293
3387.00,0.0293
3386.00,0.0293
3385.00,0.0294
3384.00,0.0294
3383.00,0.0294
3382.00,0.0294
3381.00,0.0294
3380.00,0.0294
3379.00,0.0295
3378.00,0.0295
3377.00,0.0296
3376.00,0.0296
3375.00,0.0297
3374.00,0.0297
3373.00,0.0298
3372.00,0.0298
3371.00,0.0298
3370.00,0.0298
3369.00,0.0297
3368.00,0.0297
3367.00,0.0298
3366.00,0.0299
3365.00,0.0299
3364.00,0.0299
3363.00,0.0299
3362.00,0.0299
3361.00,0.0299
3360.00,0.0299
3359.00,0.0299
3358.00,0.0299
3357.00,0.0300
3356.00,0.0300
3355.00,0.0300
3354.00,0.0300
3353.00,0.0300
3352.00,0.0300
3351.00,0.0300
3350.00,0.0300
3349.00,0.0300
3348.00,0.0299
3347.00,0.0299
3346.00,0.0299
3345.00,0.0300
3344.00,0.0300
3343.00,0.0301
3342.00,0.0301
3341.00,0.0300
3340.00,0.0300
3339.00,0.0300
3338.00,0.0301
3337.00,0.0301
3336.00,0.0302
3335.00,0.0302
3334.00,0.0302
3333.00,0.0302
3332.00,0.0301
3331.00,0.0301
3330.00,0.0301
3329.00,0.0301
3328.00,0.0301
3327.00,0.0302
3326.00,0.0302
3325.00,0.0303
3324.00,0.0303
3323.00,0.0303
3322.00,0.0303
3321.00,0.0302
3320.00,0.0301
3319.00,0.0301
3318.00,0.0301
3317.00,0.0302
3316.00,0.0302
3315.00,0.0302
3314.00,0.0302
3313.00,0.0302
3312.00,0.0302
3311.00,0.0302
